,emotions,id,sentence
1133,"['uncomfortable', 'worse']",1857,"['distressed', 'disillusioned', '-', 'could', 'attend', 'classes', 'without', 'much', 'trepidation', '-', 'would', 'arrive', 'late', 'leave', 'early', 'avoid', 'contact', 'professor.', 'unable', 'attend', 'association', 'american', 'geography', 'conferences', 'five', 'years', 'this.', 'phd', 'work', 'went', 'limbo', 'another', 'six', 'years', 'able', 'come', 'back', 'degree', 'productivity']"
1134,"['anger,', 'frustration,', 'fear']",1858,"['victim', 'ptsd,', 'suffers', 'guilt', 'consequences', 'harrasser,', 'intermittently', 'fears', 'safety,', 'constantly', 'worries', 'delayed', 'retaliation']"
1135,"['suffered', 'stress', 'fear', 'nightmares', 'cold', 'therapy', 'traumatic', 'stress.', 'destroyed', 'trust', 'mental', 'stress']",1859,['nan']
1136,"['anger,']",1860,"[""i've"", 'seek', 'counseling', 'completely', 'unsettled', 'sense', 'normalcy.', 'impacted', 'personal', 'life/marriage.', 'friends', 'hear', 'lot']"
1137,"['mental', 'unable']",1861,"['took', 'mental', 'space.', 'busy', 'student', 'felt', 'like', 'always', 'lurking.', 'crazy', 'part', 'used', 'harrssment', 'workplace', ""i'd"", 'experienced', 'senior', 'manger', 'previous', 'job.', 'react.', 'knew', 'happening', 'right', 'let', 'go', 'became', 'normal']"
1138,"['doubt', 'never']",1862,['nan']
1139,['anxiety'],1863,"['hard', 'say']"
1140,['stress'],1865,['begin']
1141,"['severe', 'anxiety,', 'depression,', 'panic']",1866,"['shocked', 'propositioned', 'someone', 'whose', 'work', 'highly', 'respected,', 'knew', 'married.', 'doubted', 'myself,', 'wondered', 'done', 'something', 'encourage', 'him,', 'blamed', 'naively', 'going', 'hotel', 'room', 'book,', 'retrospect', 'obvious', 'ploy.']"
1142,"['counseling', 'anxiety']",1867,['nan']
1143,['uncomfortable'],1868,"['administrative', 'assistant', 'adjust', 'schedule', 'would', 'never', 'alone', 'professor', 'assaulted', 'her.', 'never', 'felt', 'safe.', 'still', 'works', 'still', 'reported']"
1144,['hard'],1870,"['much', 'emotional', 'distress', 'resulting', 'decreased', 'work', 'performance']"
1145,['therapy'],1875,['nan']
1146,"['anxiety,', 'anxiety', 'certain', 'nightmares', 'loss']",1876,"['anxiety', 'paranoia']"
1147,['shame'],1877,"['person', 'targeted']"
1148,['question'],1880,['none']
1149,"['depression,', 'anger,', 'lost']",1881,"['virtually', 'none']"
1150,"['affected', 'never']",1885,"['felt', 'worthless.', 'depressed', 'result', 'withdrew', 'school', 'activities', 'lost', 'relationships', 'friendships.', 'withdrew', 'social', 'aspects', 'school', 'wanted', 'invisible', 'negative', 'attention', 'put', 'me.', 'stayed', 'doors', 'stopped', 'socializing', 'going', 'public.', 'last', 'year', 'misserable']"
1151,"['worst', 'angry', 'stressful']",1886,['nan']
1152,['disgusting'],1887,"['depression', 'year.']"
1153,['isolated'],1888,"['still', 'uncomfortable', 'near', 'person.', 'union', 'representative', 'current', 'tas,', 'feel', 'guilty', 'letting', 'tas', 'interact', 'guilty', 'telling', 'happened.', 'get', 'sinking', 'feeling', 'pit', 'stomach', 'whenever', 'read', 'email']"
1154,"['depression,', 'loss']",1889,['nan']
1155,['trust'],1891,['disgusted']
1156,"['depressed', 'stressed', 'doubted', 'quit', 'stress']",1892,"['discomfort', 'rest', 'poster', 'session']"
1157,['anxious'],1895,"['nervous', 'bundle', 'class.', 'wanting', 'avoid', 'teacher', 'takes', 'class', 'easy.', 'going', 'meet', 'signatures,', 'anxious.', 'share', 'anybody', 'people', 'spoke', 'told', 'count', 'harassment,', 'let', 'alone', 'sexual', 'harassment.', 'started', 'blaming', 'doubting', 'abilities', 'discern', 'nature', 'happening']"
1158,"['depressed', 'hard', 'trusting']",1896,"[""i'm"", 'traumatized', 'able', 'recover', 'confidence', 'self-esteem.', 'therapy', 'since', 'take', 'antidepressants', 'function', 'less', '""normally"".']"
1159,"['stressful', 'mental']",1897,"['regret', 'telling', 'guy', 'fuck', 'second', 'happened.', 'deeply', 'ashamed.', 'shocked', 'react.', 'let', 'down.', 'worry', 'women', 'left', 'behind']"
1160,"['stressful', 'sure', 'stress', 'depression', 'anxiety', 'doubt']",1898,"['depression,', 'shame']"
1161,"['afraid', 'never', 'fear']",1899,"['depression,', 'shame']"
1162,"['anxious', 'upset', 'worse']",1902,"['hard', 'time', 'focusing', 'schoolwork', 'year', 'half', 'it’s', 'stressful.', 'due', 'nature', 'program', 'includes', 'receiving', 'spiritual', 'direction', 'person', 'harassed', 'me.', 'finally', 'told', 'contact', 'nightmares.']"
1163,"['suffer', 'depression', 'help']",1903,"['gained', '10kg', 'protect', 'men,', ""can't"", 'really', 'enjoy', 'sex']"
1164,['positive'],1904,"['young', 'know', 'better,', 'blamed', 'myself.', 'doubted', 'lot.', 'felt', 'like', 'impostor.', 'somehow', 'inviting', 'advances?', 'advancing', 'career?', ""i'm"", 'phd', 'refused', 'work', 'male', 'supervisor.', ""i'm"", 'happy', 'decision,', 'wish', 'make', 'it.']"
1165,['depressed'],1905,"['took', 'several', 'years', 'graduate', 'school', 'left', 'country.', 'think', 'mid', '20s', 'spent', 'trying', 'reconcile', 'ignore', 'trauma', 'humiliation.', 'four', 'women', 'admitted', 'harassed', 'instructor.', 'one', 'stick', 'neck', 'line,', 'since', 'women', 'follow', 'proceedings.', '""incidents""', 'public', 'knowledge', 'department;', 'source', 'gossip', 'even', 'accused', 'harasser', '""orchestrator""', 'false', 'allegations.', 'felt', 'ombudswoman', 'neutral', 'party,', 'end,', 'started', 'become', 'pushy', 'efforts', 'confront', 'harasser.', 'since', 'ultimately', 'dropped', 'case,', 'still', 'great', 'deal', 'shame', 'backing', 'allowing', 'sexual', 'predator', 'get', 'away', 'actions.', 'often', 'think', 'this,', 'every', 'time', 'new', 'sexual', 'predator', 'named.', 'insidious', 'predators', 'ones', 'understand', 'abuse', 'power', 'know', 'manipulate', 'system.', 'continue', 'prey', 'vulnerable', 'gotten', 'away', 'past,', 'enabled', 'power.', 'terms', 'mental', 'health,', 'impact', 'severe,', 'reignited', 'recent', 'weeks']"
1166,"['anxious', 'affected']",1906,"['self', 'doubt,', 'suspicion,', 'resentment', 'managed', 'academic', 'career']"
1167,['unpleasant'],1907,"['yeah,', 'it’s', 'hard.', 'i’m', 'obviously', 'extremely', 'fortunate', 'never', 'experienced', 'harassment', 'assault', 'directly', 'instead', 'retaliated', 'non-physical', 'manner', 'speaking', 'behalf', 'others.', 'never', 'forget', 'far', 'easier', 'consequence.', 'nevertheless,', 'especially', 'lately', 'harassment', 'finally', 'beginning', 'taken', 'seriously', 'many', 'stories', 'constantly', 'news,', 'really', 'difficult', 'focus', 'work', 'sometimes', 'without', 'spiraling', 'whirlwind', 'old', 'emotions.', 'it’s', 'helped', 'fact', 'recently', 'started', 'working', 'research', 'related', 'old', 'dissertation', 'topic,', 'however', 'much', 'may', 'intellectually', 'like', 'subject,', 'still', 'bound', 'ugly', 'experiences', 'past.', 'never', 'stop', 'wondering', 'different', 'way', 'speaking', 'might', 'successful', 'impact', 'rather', 'leading', 'getting', 'swatted', 'aside', 'like', 'meaningless', 'insect.', 'partly', 'question', 'alternative', 'career', 'outcome', 'might', 'looked', 'like,', 'days', 'mostly', 'wonder', 'failure', 'actually', 'take', 'assholes', 'fifteen', 'years', 'ago', 'means', 'countless', 'women', 'encountered', 'since', 'then.', 'shit,', 'i’m', 'tearing', 'even', 'write']"
1168,"['fear', 'severe', 'anxiety', 'help', 'imposter', 'syndrome.', 'keen', 'worst']",1911,"['time', 'naive', 'quiet', '19', 'year', 'old', '(i', '49', 'now,', 'long', 'time', 'ago).', 'first', 'excited', 'singled', 'class', 'meetings', 'and,', 'eventually,', 'dinners.', 'upset', 'confused', 'threw', 'went', 'along', 'it.', 'several', 'months,', 'strange', 'relationship', 'unhappy', 'felt', 'unable', 'get']"
1169,['frustrated'],1912,"['depression', '3.5', 'years']"
1170,['anxiety'],1913,"['many', 'women', 'report', 'sought', 'therapy,', 'women', 'transferred', 'departments,', 'even', 'universities,', 'quit', 'program,', 'depression,', 'mental', 'issues']"
1171,"['devastating.', 'depression', 'suicidal', 'free', 'panic', 'panic', 'inferior']",1914,"['mainly', 'contact', 'last', 'men', 'hurt', 'most.', 'made', 'doubt', 'everything', 'myself,', 'capabilities,', 'research.', 'feel', 'much', 'anger', 'rage.']"
1172,"['sick', 'angry']",1917,"['quite', 'damaging.', 'happened', 'last', 'months', 'graduation.', 'changed', 'held', 'office', 'hours,', 'changed', 'available.', 'make', 'effort', 'avoid', 'him.', 'afraid', 'alone', 'campus.', 'past', 'year', 'brought', 'reminders', 'this.']"
1173,['stress'],1918,"['know', 'person', 'came', 'school/my', 'program', 'give', 'talk,', 'triggered', 'af']"
1174,"['anger,', 'frustration,', 'stress']",1919,"['felt', 'uncomfortable', 'pregnant', 'body', 'work.', 'felt', 'like', 'cover', 'wear', 'even', 'baggier', 'clothing.', 'felt', 'demeaned', 'embarassed']"
1175,"['strong', 'never', 'sad']",1921,"['depression', 'several', 'months']"
1176,"['strong', 'never', 'sad']",1922,['nan']
1177,"['strong', 'never', 'sad']",1923,['nan']
1178,"['strong', 'never', 'sad']",1924,['serious']
1179,"['strong', 'never', 'sad']",1925,['nan']
1180,['mental'],1927,"['large.', 'time', 'day']"
1181,['angry'],1928,"['made', 'feel', 'unprotected', 'work.', 'stressed', 'out.']"
1182,['huge'],1931,"['culture', 'institution', 'highly', 'competitive', 'anyway', 'often', 'combative.']"
1183,"['suffered', 'depression', 'anxiety', 'blame']",1933,"['time', 'quite', 'stressful', 'depressing.', 'support', 'supervisor,', 'would', 'quit', 'program', 'left', 'university.', 'way', 'besides', 'law', 'suit']"
1184,"['disillusioned', 'powerless']",1935,"['stress,', 'anxiety']"
1185,"['shame,', 'loss', 'extremely', 'disappointed', 'trust']",1936,"['compounded', 'things,', 'eventually', 'resigned', 'institution']"
1186,"['afraid', 'angry']",1937,"['permanent', 'issues', 'relating', 'anxiety', 'panic', 'attacks,', 'mental', 'health', 'issues', 'never', 'had.', 'took', 'emergency', 'medical', 'leave', 'harassment', 'ongoing.', 'went', 'er,', 'wore', 'heart', 'monitor', 'month', 'due', 'palpitations,', 'misdiagnosed', 'psychiatrist', 'turned', 'close', 'friend', 'harasser.', 'never', 'divulged', 'conflict', 'interest.', 'currently,', 'symptoms', 'ptsd', 'recurring', 'nightmares.', 'bad', 'days,', 'overwhelming', 'sense', 'loss,', 'anger,', 'sadness']"
1187,['hurt'],1938,"['sure', 'taken', 'toll-but', 'two', 'physicians', 'dead', 'still', 'alive.', 'two', 'strokes', 'time', '(', '2001,2005)', 'would', 'say', 'impact', 'longevity.', '66', 'years', 'age', 'now,', 'still', 'working', ',', 'partially', 'choice', 'partially', 'career', 'trajectory', 'went', 'sideways', 'situations', 'cited', 'want', 'continue', 'maintain', 'lifestyle', 'small', 'amounts', 'work', 'help']"
1188,['lost'],1941,"['go', 'counseling', 'call', 'security', 'escort', 'car', 'almost', 'every', 'night']"
1189,['upsetting'],1942,"['annoyed', 'disillusioned']"
1190,['sick'],1945,['nan']
1191,"['anxiety', 'fear']",1946,"['depression,', 'drinking']"
1192,"['shame', 'upset', 'upset']",1948,['none']
1193,['interested'],1949,['none']
1194,"['extremely', 'alone']",1950,"['severe', '-', 'depression,', 'anxiety', 'multiple', 'physical', 'problems', 'stress']"
1195,['upsetting'],1952,"['nothing', 'significant...but', 'made', 'much', 'cynical', 'academia']"
1196,['great'],1954,"['honestly,', 'l', 'i,', 'one', 'incident', 'life', 'shitty', 'sexual', 'harassment,', 'like', 'women.', '#metoo']"
1197,['anxious'],1955,['nan']
1198,['safe'],1958,"['none', 'mine,', 'lots', 'friends', 'colleagues']"
1199,"['lost', 'difficult']",1959,['nan']
1200,['frustrated'],1964,['nan']
1201,['anxiety'],1965,"['added', 'stress', 'graduate', 'studies', 'general', 'depression', 'already', 'struggling', 'with.', 'withdrew', 'socially', 'almost', 'completely', 'department', 'learned', 'everyone', 'talking', 'gossip', 'concerning', 'without', 'actually', 'telling', 'colleague', 'wary', 'of,', 'think', 'could', 'trust', 'anyone']"
1202,"['sure', 'hard']",1966,"['time', 'felt', 'incredibly', 'low', 'anxious,', 'thinking', 'makes', 'feel', 'sick.', ""i'm"", 'embarrassed', 'put', 'behaviour', 'long.']"
1203,['terrified'],1968,['depression']
1204,"['ashamed', 'scared']",1969,"['diagnosed', 'ptsd', 'major', 'depression', '-', 'placed', 'medical', 'leave']"
1205,['depression'],1970,"['made', 'question', 'abilities', '(did', 'write', 'letter', 'set', 'up?']"
1206,['angry'],1971,['nan']
1207,"['severe', 'depression']",1972,['nan']
1208,"['depression,', 'doubt,', 'disgusted', 'afraid', 'afraid', 'negative', 'embarrassed', 'upsetting', 'upset']",1973,['nan']
1209,['stress'],1977,['nan']
1210,"['traumatic', 'stressful.', 'upset', 'shame,']",1978,"['increased', 'sense', 'belittlement,', 'anger,', 'fear']"
1211,['stressful'],1980,"['terrified', 'would', 'show', 'home', 'work', 'place,', 'unable', 'sleep', 'properly', 'week', 'focus', 'tasks', 'carry', 'out.']"
1212,"['embarrassment', 'guilt']",1981,"['sleeplessness;', 'knot-in-stomach;', 'general', 'exhaustion;', 'fear', 'helplessness,', 'transmuted', 'action']"
1213,"['fear', 'alone', 'open', 'nightmares,']",1982,"['sleep', 'two', 'days,', 'worried', 'famous', 'anthropologists', 'bar', 'saw', 'male', 'kiss']"
1214,"['disgust', 'anger', 'guilt']",1985,"['saddened', 'discouraged', 'time']"
1215,"['guilty', 'inappropriate']",1986,"['class', 'hugely', 'triggering', 'impacted', 'mental', 'health', 'negatively', 'semester.']"
1216,"['suffered', 'depression', 'anxiety', 'therapy']",1987,['none']
1217,['insecurity'],1988,"['upset', 'hurt', 'months', 'left,', 'thinking', 'handled', 'whether', 'taken']"
1218,['sick'],1991,"['distrusted', 'supervision', 'awareness', 'charge.']"
1219,"['abuse', 'abuse', 'mental', 'anguish', 'abuse']",1992,"['minimal,', 'annoyed']"
1220,"['disgust', 'strong']",1993,"['uncomfortable', 'every', 'time', 'meet']"
1221,['depression'],1994,"['say', 'incident', 'even', 'main', 'incident', 'finally', 'drove', 'therapy,', 'since', 'put', 'lot', 'work', 'setting', 'boundaries', 'importantly,', 'feeling', 'bad']"
1222,"['safe', 'doubt,']",1997,"['took', 'back', 'staircase', 'classes', 'office', 'try', 'avoid', 'him.', 'dark,', 'requested', 'walked', 'car.', 'nightmares', 'weeks.', 'heard', 'motorcycle', 'neighborhood,', 'would', 'get', 'scared,', 'thinking', 'knew', 'lived.', 'showed', 'office,', 'department', 'chair', 'walked', 'classes', 'meetings', 'week.']"
1223,"['anguish', 'stress.']",1998,"['bad', 'long-term,', 'short-term,', 'incredibly', 'uncomfortable,', 'felt', 'really', 'stupid', ""i'd"", 'thought', ""he'd"", 'like', 'talk', 'work']"
1224,['angry'],1999,"['time,', 'felt', 'really', 'unwelcome', 'new', 'institution.']"
1225,"['severe', 'stress.']",2000,['ptsd']
1226,"['terrible', 'kind', 'disgusted', 'disgusted', 'stop']",2003,"['horrible.', 'never', 'knew', 'would', 'everytime', 'saw']"
1227,"['lost', 'disappointed']",2004,"['feelings', 'failure', 'incompetence', '(would', 'behave', 'like', 'worthy', 'scholar?']"
1228,['unpleasant'],2005,"['seems', 'substantial', '--', 'older', 'two', 'sought', 'counseling.']"
1229,"['counseling', 'fear']",2006,"['felt', 'devalued,', 'increased', 'anxiety,', 'increased', 'frequency', 'panic', 'attacks']"
1230,"['depressed', 'unsure']",2007,"['frustration', 'institutionalization', 'protectionism;', 'stress', 'anxiety', 'confront', 'myself.']"
1231,['ptsd'],2008,"[""i'm"", 'fine.', 'primary', 'job', 'became', 'lucrative']"
1232,"['severe', 'self-doubt']",2009,"['supporting', 'old', ""boy's"", 'network']"
1233,"['mental', 'embarrassment']",2010,"['felt', 'could', 'never', 'worth', 'scholar,', ""someone's"", 'flirt.', 'took', 'long', 'time', 'wake', 'it.']"
1234,"['mental', 'stress,']",2011,"['detrimental', 'time', 'terms', 'confidence,', 'body', 'awareness', 'finally', 'texts', 'started', 'feeling', 'threatened,', 'stalked', 'unable', 'escape.', 'since', 'gotten', 'emotions,', 'still', 'uncomfortable', 'uncertain', 'ability', '/', 'knowledge', '/', 'position', 'older', 'male', 'students', 'classes', '(even', 'though', 'rest', 'usual', 'mix', 'students).', 'meet', 'alone,', 'always', 'work', 'someone', 'else', 'room', 'meet', 'social', 'place,', 'necessarily', 'fair', 'might', 'need', 'lecturer', 'supervisor.']"
1235,"['extreme', 'stress']",2012,['nan']
1236,['suicide.'],2013,"['depression,', 'anxiety,', 'imposter', 'syndrome;', 'near', 'complete', 'isolation', 'department', '(gossip', 'travels', 'far', 'gains', 'credibility', 'people', 'repeat']"
1237,"['stressful', 'glad', 'lost']",2014,['nan']
1238,"['frightened', 'self-doubt', 'undermined', 'self-doubt', 'love', 'undermined', 'great']",2016,"['already', 'suicidal', 'drove', 'start', 'cutting']"
1239,"['never', 'comfortable']",2017,"['minimal,', 'worse', 'others']"
1240,"['never', 'comfortable']",2018,"['anxious,', 'wanting', 'avoid', 'lab']"
1241,"['upset', 'stressed', 'lost']",2020,"['lot', 'anger', 'lost', 'sleep']"
1242,"['depression.', 'anxiety.']",2028,['nan']
1243,"['stress', 'stress']",2029,"['could', 'concentrate,', 'trouble', 'school', 'work', 'ever']"
1244,['depression'],2030,"['scale', '1-10,', '10', 'total', 'lack', 'connection', 'world', 'floating', 'somewhere', 'around', '5-6', 'days.', 'have,', 'understandably,', 'almost', 'motivation.', ""i'm"", 'also', 'totally', 'baffled.', 'wasteful.', 'good', 'job.', 'nothing.']"
1245,"['ptsd.', 'counseling']",2031,['nan']
1246,['confident'],2032,['nan']
1247,"['hard', 'isolated', 'fear']",2033,['nan']
1248,"['shocked', 'definitely', 'afraid']",2034,"['feelings', 'anger', 'helplessness', 'taken', 'seriously', 'man', '(implication', 'could', 'possibly', 'harassed);', 'resentment', 'loss', 'many', 'years', 'career', 'chosen', 'field.']"
1249,"['anxiety.', 'blame']",2036,"['nightmares,', 'panic', 'attacks,', 'unable', 'relax', 'campus', 'afraid', 'seeing', 'one', 'people', 'dislike', 'shun', 'me.', ""i'm"", 'scared', 'might', 'contracted', 'sti,', 'early', 'know', 'sure.', 'uncertainty', 'happen', 'investigation', 'health', 'crippling']"
1250,"['mental', 'abuse', 'terrified']",2037,['nan']
1251,"['huge', 'concerned']",2043,['nan']
1252,"['depressed,', 'worst']",2044,"['destroyed', 'relationship', 'lab', 'group.', 'super', 'close', 'before,', 'people', 'interact', 'anymore', 'really.', 'know', 'stories', 'harasser', 'told', 'me.', 'whatever', 'told', 'them,', 'clearly', 'took', 'side', 'mine.', 'turned', 'guys', 'girls', 'situation,', 'colleague', 'girls', 'group.', 'made', 'phd', 'process', 'even', 'lonely,', 'depressed', 'good', 'part', 'end.', 'even', 'worse', 'friend.']"
1253,"['sick', 'lost']",2045,"['significant.', 'afraid', 'walk', 'home', 'night', 'encounter', 'student', 'department']"
1254,"['undermined', 'mental', 'self-confidence', 'anxiety,', 'depression,', 'ptsd.']",2046,"['heightened', 'anxiety', 'regarding', 'would', 'qualifying', 'exam']"
1255,['insecure'],2047,"['one', 'thing', 'led', 'towards', 'severe', 'suicidal', 'ideation', 'year']"
1256,"['depression,', 'loss', 'love', 'loss']",2048,['devastated']
1257,['destroyed'],2050,"[""i'm"", 'suffering', 'ptsd.', 'cry', 'drive', 'campus', 'drive', 'home', 'days.', 'struggle', 'sleep', 'enough,', ""i'm"", 'afraid', 'time.', 'suffering', 'depression']"
1258,"['extremely', 'stress']",2051,"['feeling', 'unsafe', 'classroom', 'office.', 'worry', 'male', 'students', 'viewing', 'professional']"
1259,"['depressive', 'humiliated', 'surprised']",2054,['undetermined']
1260,"['rumors', 'lost']",2056,"['immediate', 'weeks', 'months', 'harassment', 'took', 'place,', 'scared,', 'nervous,', 'dejected.', 'avoided', 'traveling', 'city', 'incident', 'took', 'place', '2', 'years,', 'avoided', 'attending', 'academic', 'conferences', 'seminars', 'city', 'time.', 'now,', 'still', 'get', 'slightly', 'nervous', 'conference', 'dinners', 'academic', 'social', 'events,', 'wary', 'engaging', 'people', 'long', 'events.']"
1261,"['mad', 'mental']",2057,"['guilt,', 'shame,', 'fear']"
1262,"['wrong', 'warm']",2061,"['although', 'primary', 'focus', 'always', 'victim,', 'harassment', 'also', 'stressful', 'us', 'involved', 'reporting', 'process.', 'find', 'feeling', 'bewildered', 'angry', 'people', 'engage', 'exploitative', 'behaviors,', 'seemingly', 'without', 'regard', 'impact', 'others.']"
1263,['disgust'],2064,"['suffer', 'anxiety', 'ptsd', 'related', 'assault', 'endured', 'incident', 'certainly', 'exasperated', 'that.', 'suffered', 'panic', 'attacks', 'want', 'leave', 'house.']"
1264,"['depressed', 'hard']",2066,"['science', '&', 'academia', 'built', 'boys', 'club,', 'women', 'science', 'stand', 'foundation', 'often', 'attuned', 'fact', 'academia', 'institution', 'built', 'us.', 'think', 'might', 'something', 'wrong', 'us', 'fit', 'mold,', 'impacts', 'mental', 'health.']"
1265,['never'],2067,"['cases', 'combined', 'overbearing', 'bullying', 'behaviour', 'tried', 'laugh', 'effect', 'sense', 'self-worth', 'due', 'feelings', 'powerlessness']"
1266,"['never', 'worse']",2068,"['incredibly', 'paranoid', 'traumatized', 'deceit', 'pain', 'caused', 'professor,', 'forced', 'continue', 'live', 'amongst', 'toxic', 'community', 'supporters', 'unveiled', 'indiscretions.']"
1267,"['surprised', 'shame']",2069,"['negative.', 'extremely', 'confusing,', 'constantly', 'doubting', 'intentions,', 'safety,', 'big', 'deal', 'was,', 'it.']"
1268,['powerless'],2071,"['experienced', 'bout', 'severe', 'depression', 'required', 'counseling', 'take', 'classes.']"
1269,['alone'],2072,"['depression', 'anxiety']"
1270,"['loss', 'nightmares,', 'fear,', 'anxiety,']",2073,['nan']
1271,['annoyed'],2074,"['significant', 'impact', 'mental', 'health.', 'sleep', 'several', 'weeks,', 'upset', 'incident', 'also', 'deeply', 'stressed', 'advisor,', 'chair,', 'dean', 'reacting', 'situation.', 'made', 'feel', 'confused', 'guilty.', 'eventually', 'gave', 'situation', 'painful', 'continue', 'engaging', 'conversation', 'it.']"
1272,['annoyed'],2075,"['still', 'need', 'find', 'therapist', 'deal', 'became', '""trust', 'issue.""']"
1273,['annoyed'],2076,"['told', 'friends', 'happened', 'downplayed', 'it,', 'already', 'viewed', 'creepy', 'asshole.', 'mostly', 'male', 'friends', 'downplayed', 'told', 'probably', 'lead', 'on,', 'mean', 'them.', 'told', 'male', 'friends', 'assholes']"
1274,['fear'],2077,"[""i've"", 'depressed', 'unable', 'talk']"
1275,"['affected', 'affected']",2078,['nan']
1276,"['dreaded', 'anxiety']",2080,"['driven', 'back', 'therapy,', 'affected', 'performance', 'director', ""(i've"", 'cancel', 'rehearsals', 'stand', 'theatre.)', ""i'm"", 'also', 'terrified', 'graduation,', ""he's""]"
1277,['suffer'],2081,['nan']
1278,"['terrified', 'isolated']",2085,"['depression.', 'suicidal', 'thoughts.']"
1279,"['good', 'doubted']",2087,"['fine.', 'still', 'viscerally', 'remember', 'feel', 'mouth', 'neck', 'frozen,', 'horrified,', 'nauseated', 'physical', 'reaction']"
1280,"['cried', 'inappropriate', 'happy', 'important', 'hard', 'afraid', 'unable', 'never', 'difficult', 'treatment', 'good', 'never', 'loss', 'inappropriate']",2088,"['serious', 'self-doubt,', 'loss', 'confidence']"
1281,['therapy'],2089,['trauma']
1282,"['lost', 'imposter', 'syndrome', 'difficult', 'trust']",2090,"['honestly', 'institutional', 'response', 'lot', 'worse']"
1283,"['struggled', 'depressed', 'help']",2092,['nan']
1284,['stressful'],2093,"['fear', 'academic', 'life', 'woman', 'would', 'like']"
1285,"['extreme', 'stress', 'traumatized', 'unable', 'lost', 'stress']",2095,"['extremely', 'edge', 'year']"
1286,"['hard', 'huge', 'self-doubt']",2096,"['added', 'anxiety', 'sense', 'belonging', 'good', 'enough']"
1287,"['undermined', 'self-confidence']",2097,"['always', 'felt', 'like', 'crazy,', 'angry', 'bitch', 'could', 'stop', 'telling', 'people', 'act', 'better.', 'felt', 'unsupported', 'supervisor.', 'felt', 'ashamed', 'go', 'hr,', 'also', 'certain', 'anti-retaliation', 'policy', 'would', 'protect', 'me.', 'enrollment,', 'turn', 'enrollment', 'retention', 'could', 'used', 'fire']"
1288,"['difficult', 'self-confidence']",2098,"['fearfulness,', 'limitations', 'mobility', 'campus,', 'always', 'looking', 'shoulder']"
1289,['shame'],2100,"['annoyed', 'uncomfortable,', 'think', 'too.', 'interaction', 'entirely', 'professional.', 'would', 'certainly', 'consider', 'harassment', 'supervisor', 'comments', 'made', 'directly', 'her.']"
1290,"['destroyed', 'lost', 'never', 'lost', 'lost', 'love', 'anxious', 'depressed']",2102,"['extreme.', 'anxiety', 'loss', 'sleep', 'plagiarism', 'semester,', 'ongoing', 'panic', ""person's"", 'outsized', 'impact', 'tenure', 'vote,', 'possible', 'harassment', 'new', 'colleagues', 'students', 'color.', 'started', 'therapy', 'one', 'month', '""senior', 'staff', 'meeting""', '(at', '$300/session,', '25%', 'reimbursed,', 'also', 'enormously', 'costly']"
1291,"['difficult', 'trust', 'powerless']",2103,"['questioned', 'institution', 'stated', 'discriminate', 'basis', 'lots', 'identities,', 'clearly', 'institution', 'discriminate', 'basis', 'marriage', 'children.']"
1292,"['intent', 'anxiety,', 'disorder,', 'lost', 'abuse', 'never']",2105,['nan']
1293,"['never', 'trust']",2106,"['depression,', 'anxiety']"
1294,"['mental', 'emotional', 'question']",2108,"['upset', 'time.', 'shake', 'off.', 'even', 'upset', 'found', 'inducted', 'phi', 'beta', 'kappa', 'it.', 'shake', 'again.', 'always', 'there--a', 'little', 'kernel', 'outrage']"
1295,"['depressed', 'ashamed', 'shame', 'aggressive', 'great', 'depression', 'suffered', 'doubt']",2109,"[""i've"", 'depressed', 'result', 'this.', 'constantly', 'doubt', 'ability', 'know', 'trust', 'appropriately', 'interact', 'people.', 'tend', 'knee-jerk', 'reaction', 'wanting', 'please', 'people', 'keep', 'happy', 'expense', '(this', 'something', 'strongly', 'instilled', 'us', '-', 'need', 'us', 'please', 'appease', 'others']"
1296,"['frustration,', 'depression,', 'unsafe']",2110,"['insecurity,', 'self-doubt,', 'feelings', 'worthlessness']"
1297,"['extremely', 'bad', 'suicidal', 'depression,', 'anxiety']",2111,"['anxiety', 'lack', 'self', 'confidence', 'capacity', 'artist,', 'mentor', 'teacher']"
1298,['sick'],2112,"['afraid', 'would', 'see', 'every', 'time', 'went', 'parking', 'ramp']"
1299,"['extreme', 'hard', 'depression,']",2113,"['stated', 'above,', 'marriage', 'broke', 'confidence', 'sunk', 'all-time', 'lows.', 'suppose', '""positive""', 'outcome', 'threw', 'counseling', 'confident', 'entering', 'doctoral', 'program.', 'also', 'opened', 'eyes', 'prevalence', 'sexually', 'predatory', 'behavior', 'campuses', '-', 'belief', 'sex', 'students', 'simply', 'one', 'perks', 'job']"
1300,['depression'],2114,"['indescribable', '-', 'think', 'shock', '&', 'denial,', 'trying', 'downplay', 'head', '&', 'allowing', 'delve', 'humiliated', '&', 'disrespected', 'felt']"
1301,"['anger,', 'stop']",2115,"['i’m', 'afraid', 'see', 'hallways.', 'feel', 'powerless.', 'may', 'speak', 'therapist.']"
1302,"['stress,', 'fear,', 'vulnerable']",2116,"['makes', 'afraid', 'interacting', 'advisor']"
1303,['doubt'],2125,"['fear,', 'doubt,', 'anger...']"
1304,"['stressful', 'angry']",2126,['nan']
